AXCustomeraccount;AXDataAreaId;SAPCustomeraccount;Migrate
20037496;5316;50025549;Y
20037950;5316;;N
20037152;5316;50025511;Y
20045094;5316;50026475;Y
20017139;5316;50024716;Y
20030394;5316;50025084;Y
20031330;5316;50025114;Y
20038514;5316;50025654;Y
16001456;5316;50023930;Y
20039795;5316;50025822;Y
16003306;5316;50024048;Y
20012954;5316;50024586;Y
20046178;5316;50026624;Y
20040239;5316;50025875;Y
20007034;5316;50024366;Y
20006889;5316;50024356;Y
20016207;5321;50024356;D
20003829;5316;50024165;Y
20039230;5316;50025751;Y
20018847;5316;50024788;Y
20003259;5316;50024138;Y
20041946;5316;50026053;Y
20044339;5316;50026369;Y
20046840;5316;50026704;Y
20044546;5316;50026394;Y
20014726;5316;50024639;Y
20036457;5316;50025439;Y
20005150;5316;50024259;Y
20016503;5316;50024692;Y
20037433;5316;50025543;Y
20048393;5316;;N
20044086;5316;50026342;Y
20038919;5316;50025708;Y
20043274;5316;50026205;Y
20008445;5316;50024432;Y
20048187;5316;50026853;Y
20039438;5316;50025781;Y
20006556;5316;50024342;Y
20025564;5316;50024963;Y
20045106;5316;50026478;Y
20008730;5316;50024447;Y
20043367;5316;50026223;Y
20038593;5316;50025667;Y
20003945;5316;50024173;Y
16000980;5316;50011217;Y
20011609;5316;50024537;Y
16001466;5316;50023931;Y
20035835;5316;50025375;Y
20013156;5316;50024593;Y
20036862;5316;;N
20044708;5316;50026409;Y
20042423;5316;50026108;Y
20042541;5316;50026124;Y
20044899;5316;50026440;Y
20040636;5316;50025924;Y
20038684;5316;50025678;Y
20047427;5316;;N
20035427;5316;50025315;Y
20047167;5316;50026735;Y
20023823;5316;;N
20035321;5316;50025299;Y
20037225;5316;50025522;Y
20038485;5316;50025653;Y
20045184;5316;50026493;Y
20045416;5316;;N
16000162;5316;50023828;Y
20041803;5316;50026033;Y
20033416;5316;50025202;Y
20022924;5316;50024892;Y
20043888;5316;50026311;Y
20046670;5316;50026679;Y
20004762;5316;50024229;Y
20044838;5316;50026430;Y
20046672;5316;50026681;Y
20034487;5316;50025250;Y
20039217;5316;50025748;Y
20035771;5316;50025365;Y
20047242;5316;50026749;Y
20002521;5316;50024078;Y
16003073;5316;50024028;Y
16002119;5316;50023958;Y
16000588;5316;50023869;Y
20036233;5316;50025411;Y
20037802;5316;50025578;Y
20020590;5316;50024827;Y
20044083;5316;50026341;Y
20039731;5316;;N
20028077;5316;50025022;Y
20037971;5316;50025596;Y
20046209;5316;50026632;Y
20048568;5316;50026902;Y
20007810;5316;50024400;Y
20037621;5316;50025559;Y
20002708;5316;50024089;Y
20044649;5316;;N
20003397;5316;50024140;Y
20037987;5316;50025598;Y
20039129;5316;50025735;Y
20046902;5316;;N
20036493;5316;50025443;Y
20039900;5316;50025839;Y
20036184;5316;50025400;Y
20030846;5316;50025100;Y
20041264;5316;50025981;Y
20042986;5316;50026171;Y
20041185;5316;50025971;Y
20038516;5316;50025655;Y
20034134;5316;50025235;Y
20040486;5316;50025909;Y
20003172;5316;50024131;Y
20048215;5316;50026857;Y
20039595;5316;50025800;Y
20048175;5316;50026851;Y
20002786;5316;50024101;Y
20038887;5316;50025705;Y
20005509;5316;50024276;Y
20005764;5316;50024291;Y
20048194;5316;50026854;Y
20034208;5316;50025237;Y
20044538;5316;50026393;Y
20040409;5316;50025897;Y
20046777;5316;50026694;Y
20037352;5316;50025535;Y
20045241;5316;50026501;Y
20043717;5316;50026284;Y
20040223;5316;50025872;Y
20043307;5316;50026215;Y
20011403;5316;50024526;Y
20010991;5316;50024517;Y
20026034;5316;50024978;Y
20025147;5316;50024943;Y
20042174;5316;50026072;Y
20036550;5316;;N
20007308;5316;50024384;Y
20035386;5316;50025309;Y
20043716;5316;50026283;Y
20032686;5316;50025179;Y
20020576;5316;50024826;Y
20038917;5316;50025707;Y
20045310;5316;50026511;Y
20037519;5316;50025552;Y
20014752;5316;50024640;Y
20020608;5316;50024828;Y
20043795;5316;50026295;Y
20020752;5316;50024831;Y
20021663;5316;50024856;Y
20036453;5316;50025437;Y
20002713;5316;50024091;Y
20028871;5316;50025038;Y
20034489;5316;50025251;Y
20044385;5316;50026379;Y
20040511;5316;50025912;Y
20040502;5316;50025910;Y
20045960;5316;50026598;Y
20044312;5316;50026364;Y
20021535;5316;50024854;Y
20041476;5316;50025998;Y
20046139;5316;50026615;Y
20039043;5316;50025726;Y
20036358;5316;50025423;Y
20010550;5316;50024500;Y
20029734;5316;50025061;Y
20007275;5316;50024380;Y
20009651;5316;50024463;Y
20040036;5316;;N
20034437;5316;50025244;Y
20035586;5316;50025339;Y
20036221;5316;50025409;Y
20012648;5316;50024569;Y
16000030;5316;50023797;Y
20033168;5316;50025194;Y
20042287;5316;50026090;Y
16000035;5316;50023799;Y
20042600;5316;;N
20043375;5316;50026224;Y
20040910;5316;;N
20038175;5316;50025622;Y
20042379;5316;50026102;Y
20045090;5316;50026474;Y
20048263;5316;50026864;Y
20043002;5316;50026172;Y
20037181;5316;50025517;Y
20002933;5316;50024121;Y
20036936;5316;50025489;Y
20040864;5316;50025944;Y
20012745;5316;50024574;Y
20016074;5316;50024678;Y
20043397;5316;50026228;Y
20044820;5316;;N
20040611;5316;50025922;Y
20036711;5316;50025462;Y
20037083;5316;50025503;Y
20045728;5316;50026571;Y
20006832;5316;50024350;Y
20034463;5316;50025247;Y
20006792;5316;50024349;Y
20046725;5316;;N
20005675;5316;50024287;Y
16003393;5316;50024063;Y
20004171;5316;50024190;Y
20017388;5316;50024726;Y
20038615;5316;;N
20047726;5316;;N
20048802;5316;;N
20033804;5316;50025223;Y
20039934;5316;50025842;Y
16002352;5316;50023970;Y
20035344;5316;50025304;Y
20004034;5316;50024180;Y
20028071;5316;50025021;Y
20010756;5316;50024506;Y
20035738;5316;50025359;Y
20003622;5316;50024154;Y
20005253;5316;50024266;Y
20002881;5316;50024116;Y
20032457;5316;50025160;Y
20046249;5316;50026635;Y
20010954;5316;50024513;Y
20039294;5316;50025760;Y
20047959;5316;50026826;Y
16003067;5316;50024027;Y
20012869;5316;;N
25014;ASS;ICPL35;Y
19473;ANCH;ICPL35;D
19147;ANAT;ICPL35;D
5316;5300;ICPL35;D
19628;ANCH;ICPL35;D
20009161;5316;50024459;Y
20046798;5316;50026696;Y
20041688;5316;50026019;Y
20045662;5316;50026565;Y
20045344;5316;50026519;Y
20041390;5316;50025990;Y
20044799;5316;50026423;Y
20005498;5316;50024275;Y
20027957;5316;50025019;Y
20047133;5316;50026732;Y
16000635;5316;50023875;Y
20031794;5316;50025130;Y
20037992;5316;50025600;Y
20046518;5316;50026666;Y
16003055;5316;50024024;Y
20020771;5316;50024833;Y
20038733;5316;50025682;Y
20002785;5316;;N
20041090;5316;50025964;Y
20033154;5316;50025964;D
20006070;5316;50025964;D
20008267;5316;50024422;Y
16001391;5316;50023924;Y
20035116;5316;50025286;Y
20043422;5316;50026232;Y
20036273;5316;50025414;Y
20005766;5316;50024292;Y
20035147;5316;50025288;Y
20045089;5316;50026473;Y
20039870;5316;50025831;Y
16002551;5316;50023982;Y
20008502;5316;50024436;Y
20035946;5316;50025385;Y
20043651;5316;50026274;Y
20038866;5316;50025701;Y
20039045;5316;50025727;Y
20006368;5316;50024336;Y
20039005;5316;50025722;Y
20040353;5316;50025886;Y
20039028;5316;50025725;Y
20004691;5316;50024225;Y
20047074;5316;50026726;Y
20015691;5316;50024666;Y
20039182;5316;50025742;Y
20048241;5316;50026861;Y
20044581;5316;50026397;Y
20048028;5316;50026838;Y
20040914;5316;50025946;Y
20045656;5316;50026564;Y
20017709;5316;50024741;Y
20045110;5316;50026481;Y
20046597;5316;50026673;Y
20041841;5316;50026040;Y
20036615;5316;;N
20025600;5316;50024967;Y
20035543;5316;50025335;Y
20046017;5316;50026606;Y
20004644;5316;50024219;Y
20043646;5316;50026273;Y
20043189;5316;50026191;Y
16001223;5316;50023913;Y
20033433;5316;50025203;Y
20046750;5316;;N
20045000;5316;50026456;Y
16002093;5316;50023957;Y
20042742;5316;50026139;Y
20037955;5316;50025593;Y
20017297;5316;50024722;Y
16001118;5316;50023906;Y
16000139;5316;50023825;Y
20017243;5316;50024721;Y
20035810;5316;;N
20036610;5316;50025452;Y
20025149;5316;50024945;Y
20038096;5316;50025617;Y
20005162;5316;50024262;Y
20042417;5316;50026107;Y
20047073;5316;50026725;Y
20034071;5316;50025232;Y
20033990;5316;50025230;Y
20037790;5316;50025577;Y
20040987;5316;50025951;Y
20021470;5316;;N
20035541;5316;50025334;Y
16001169;5316;50023911;Y
20042845;5316;50026151;Y
16001102;5316;50023905;Y
20031106;5316;;N
20039179;5316;50025740;Y
20040605;5316;50025921;Y
20033605;5316;50025211;Y
20005749;5316;50024290;Y
20009045;5316;50024454;Y
20048625;5316;50026909;Y
20017596;5316;50024734;Y
20043827;5316;50026302;Y
20021396;5316;;N
20041575;5316;50026009;Y
20044352;5316;50026374;Y
20040322;5316;50025883;Y
20048432;5316;;N
20009037;5316;50024453;Y
20043641;5316;50026272;Y
20008026;5316;50024405;Y
16002912;5316;;N
20016611;5316;50024698;Y
20004316;5316;50024197;Y
20039236;5316;50025753;Y
20004845;5316;50024236;Y
16001001;5316;50023898;Y
20015832;5316;50024672;Y
20043961;5316;50026320;Y
20035913;5316;50025381;Y
20037051;5316;50025498;Y
20046812;5316;50026701;Y
20038467;5316;50025651;Y
20025986;5316;50024977;Y
20046230;5316;50026633;Y
20037347;5316;50025533;Y
20045630;5316;50026555;Y
20045509;5316;50026541;Y
20011607;5316;50024536;Y
20037751;5316;;N
20019911;5316;50024811;Y
20033467;5316;50025205;Y
20039762;5316;50025818;Y
20029899;5316;50025067;Y
20037379;5316;50025539;Y
20043266;5316;50026202;Y
20035244;5316;50025296;Y
16003188;5316;50024038;Y
20007534;5316;50024390;Y
20037319;5316;50025529;Y
20043237;5316;50026198;Y
20040236;5316;50025874;Y
20018134;5316;50024761;Y
20039231;5316;50025752;Y
16000757;5316;50023882;Y
20031870;5316;50025131;Y
16002891;5316;50024007;Y
20041898;5316;50026044;Y
20024492;5316;50024927;Y
20048150;5316;50026849;Y
20002821;5316;50024105;Y
20040018;5316;50025852;Y
20040031;5316;50025854;Y
20004384;5316;50024202;Y
20044859;5316;50026434;Y
20034709;5316;50025267;Y
20038589;5316;50025666;Y
20017312;5316;50024723;Y
20035067;5316;50025284;Y
20039222;5316;50025750;Y
20042937;5316;50026162;Y
20025498;5316;50024960;Y
20047328;5316;50026761;Y
20043718;5316;;N
20045428;5316;50026530;Y
20046337;5316;50026647;Y
20037144;5316;50025510;Y
20042438;5316;50026112;Y
16000276;5316;50023835;Y
20042683;5316;50026136;Y
20014920;5316;50024645;Y
20004525;5316;50024210;Y
20007035;5316;50024367;Y
20036454;5316;50025438;Y
20005867;5316;50024301;Y
20004679;5316;50024224;Y
20021050;5316;50024842;Y
20006072;5316;50024315;Y
20036022;5316;50025389;Y
20044394;5316;50026380;Y
20037397;5316;;N
20039429;5316;50025780;Y
20011423;5316;50024527;Y
20039802;5316;50025823;Y
20027658;5316;;N
20036745;5316;50025468;Y
20007684;5316;50024397;Y
20010219;5316;50024490;Y
20044139;5321;50027960;Y
20000928;5321;50027947;Y
20003872;5321;;N
20038870;5316;50025702;Y
20039521;5316;50025790;Y
20047324;5321;;N
20006852;5316;50024351;Y
20047223;5321;;N
20041237;5316;50025978;Y
20041135;5321;;N
20041643;5321;;N
20043499;5316;50026247;Y
20009932;5316;50024477;Y
20041006;5316;50025952;Y
20036935;5316;50025488;Y
20017912;5316;50024754;Y
16002808;5316;50023998;Y
20044972;5316;50026450;Y
20025955;5316;50024976;Y
20043054;5316;50026180;Y
20036894;5316;50025483;Y
20044997;5316;50026454;Y
20011605;5316;50024535;Y
20006916;5316;50024357;Y
20009690;5316;50024466;Y
20029389;5316;50025054;Y
20018542;5316;50024775;Y
20033683;5316;50025215;Y
20044726;5316;50026411;Y
20024551;5316;50024932;Y
20038960;5316;50025715;Y
20041333;5316;50025986;Y
20046468;5316;50026657;Y
20010990;5316;50024516;Y
20007134;5316;50024373;Y
20021792;5316;50024858;Y
20047989;5316;;N
20039801;5321;50027954;Y
20037177;5316;50025516;Y
20000178;5321;50027945;Y
20011729;5316;50024544;Y
20036473;5321;50027950;Y
20039180;5316;50025741;Y
20002589;5316;50024082;Y
20036614;5316;;N
20036712;5316;50025463;Y
20046360;5321;;N
20008551;5316;50024439;Y
20036611;5316;;N
20046309;5316;;N
20048457;5316;50026883;Y
20040818;5316;50025939;Y
20038013;5316;50025605;Y
16000817;5316;50023884;Y
20010294;5316;50024495;Y
20046978;5321;;N
20018258;5316;50024767;Y
20044942;5316;50026446;Y
20003596;5316;50024150;Y
20037156;5316;50025512;Y
20037060;5316;50025501;Y
20041731;5316;;N
20046488;5316;50026661;Y
16001198;5316;50023912;Y
20037020;5316;;N
20044995;5316;50026453;Y
20022828;5316;50024887;Y
20027464;5316;50025008;Y
20041363;5321;50027955;Y
20021570;5316;50024855;Y
20038317;5316;50025636;Y
16000013;5316;50023791;Y
20045386;5316;50026523;Y
20021460;5321;;N
20025322;5321;;N
20001510;5321;;N
20036287;5321;;N
20016444;5321;;N
20043513;5321;;N
20033690;5321;;N
20038484;5321;;N
5321;5300;ICPL35;Y
20000089;5321;ICPL35;D
20014644;5321;;N
20007061;5321;;N
20013763;5321;;N
20001320;5321;;N
20000866;5321;;N
20004482;5321;;N
20018141;5321;;N
20037711;5321;;N
20000820;5321;;N
20000680;5321;;N
20012656;5321;;N
20035731;5321;;N
20011718;5321;;N
20040168;5321;;N
20001491;5321;;N
20048523;5321;;N
20041488;5321;;N
20000587;5321;;N
20042545;5321;;N
20041300;5321;;N
20019806;5321;;N
20018861;5321;;N
20003969;5321;50011047;Y
14810489;5316;50008390;Y
14810489;5321;50008390;D
20036156;5321;;N
20013057;5321;;N
16003376;5316;50024058;Y
16000207;5316;50023831;Y
20044254;5316;50026354;Y
20036621;5316;;N
20029007;5316;50025043;Y
20046900;5316;50026710;Y
20037127;5316;50025508;Y
20008149;5316;50024413;Y
20020397;5316;50024821;Y
20043933;5316;50026314;Y
20039006;5316;50025723;Y
20043306;5316;50026214;Y
20033860;5316;50024104;D
20002820;5316;50024104;Y
20043952;5321;50027958;Y
20031763;5316;50025129;Y
20030337;5316;50025083;Y
20006919;5316;;N
20036723;5316;50025465;Y
20039104;5316;;N
20031905;5316;50025134;Y
20040293;5316;50025877;Y
20039064;5316;50025729;Y
20023796;5316;50024912;Y
20029987;5316;50025070;Y
20025595;5316;50024966;Y
20005781;5316;50024295;Y
16001324;5316;50023922;Y
20016077;5316;50024679;Y
16000820;5316;50023885;Y
20047246;5316;50026751;Y
20043343;5316;50026219;Y
20046804;5316;50026698;Y
20039899;5316;50025838;Y
20040913;5316;50025945;Y
16003295;5316;50024047;Y
20004333;5316;50024199;Y
20042835;5316;50026149;Y
16002754;5316;50023994;Y
20008337;5316;50024428;Y
20041067;5316;50025962;Y
16000894;5316;50023890;Y
20037551;5316;50025555;Y
20030801;5316;50025098;Y
20035444;5316;50025319;Y
20010615;5316;50024502;Y
20037684;5316;50025568;Y
20038127;5316;50025618;Y
20021373;5316;50024851;Y
20043688;5316;50026279;Y
20015626;5316;50024665;Y
20041054;5316;50025958;Y
20045536;5316;50026543;Y
20047640;5316;50026797;Y
20030229;5316;50025082;Y
20044861;5316;50026435;Y
20019506;5316;50024803;Y
20042436;5316;50026111;Y
20016468;5316;50024691;Y
20035374;5316;50025307;Y
20031892;5316;50025132;Y
20048404;5316;50026881;Y
20043424;5316;50026234;Y
20048136;5316;50026847;Y
20027835;5316;50025015;Y
16001402;5316;50023925;Y
20030121;5316;50025077;Y
20024418;5316;50024923;Y
16000501;5316;50023858;Y
20026061;5316;50024980;Y
20044353;5316;50026375;Y
20036632;5316;;N
16003012;5316;50024019;Y
20005957;5316;50024304;Y
20011886;5316;50024550;Y
20027927;5316;50025018;Y
20046434;5316;50026652;Y
16002691;5316;50023987;Y
20015025;5316;50024649;Y
20035178;5316;50025293;Y
20044890;5316;50026439;Y
20023503;5316;50024904;Y
20002835;5316;50024109;Y
20037943;5316;50025591;Y
20044869;5316;50026437;Y
20036526;5316;50025446;Y
20036270;5316;50025413;Y
20043988;5316;50026324;Y
20037132;5316;50025509;Y
20018655;5316;50024779;Y
20010245;5316;50024492;Y
20035645;5316;50025349;Y
20035686;5316;50025352;Y
16001628;5316;50023941;Y
20030172;5316;50025078;Y
16002883;5316;50024006;Y
20038361;5316;50025640;Y
20047992;5316;50026833;Y
20035367;5316;50025306;Y
20038135;5316;50025620;Y
20041744;5316;50026024;Y
20044050;5316;50026334;Y
20042091;5316;50026066;Y
20013195;5316;50024595;Y
20010019;5316;50024481;Y
20042553;5316;50026125;Y
20040381;5316;50025892;Y
16003307;5316;50024049;Y
20025751;5316;50024972;Y
20044340;5316;50026370;Y
20034184;5316;50025236;Y
20043857;5316;;N
20030505;5316;50025087;Y
20032592;5316;50025169;Y
20014058;5316;50024625;Y
16000113;5316;50023817;Y
20004827;5316;50024234;Y
16001146;5316;50023909;Y
20047701;5316;50026804;Y
20018119;5316;50024760;Y
20046511;5316;50026664;Y
20035025;5316;;N
20005136;5316;50024256;Y
20002845;5316;50024110;Y
20030556;5316;50025090;Y
20007170;5316;50024374;Y
20045104;5316;50026477;Y
20046443;5316;50026653;Y
20006025;5316;;N
16003403;5316;50024064;Y
20039763;5316;50025819;Y
20047836;5316;50026813;Y
20036360;5316;50025424;Y
20044159;5316;50026348;Y
20035641;5316;50025347;Y
20047237;5316;50026747;Y
20012962;5316;50024588;Y
20043190;5316;50026192;Y
20037889;5316;50025585;Y
20010514;5316;50024499;Y
20026968;5316;50025000;Y
20044067;5316;50026340;Y
20048088;5316;50026842;Y
20041826;5316;50026038;Y
20039887;5316;50025836;Y
20004328;5316;50024198;Y
16000437;5316;50023850;Y
20015274;5316;50024652;Y
20017743;5316;50024747;Y
20032402;5316;50025157;Y
20043884;5316;50026307;Y
20036383;5316;50025428;Y
20046453;5316;50026655;Y
20042288;5316;50026091;Y
20008201;5316;50024419;Y
20045217;5316;50026497;Y
20034047;5316;50025231;Y
20033435;5316;50025204;Y
20039305;5316;50025762;Y
20037670;5316;50025565;Y
20046563;5316;50026669;Y
20042082;5316;50026065;Y
20046559;5316;50026667;Y
20018382;5316;50024769;Y
20037699;5316;;N
20047483;5316;50026772;Y
20042067;5316;50026062;Y
20036482;5316;50025441;Y
20005857;5316;50024300;Y
20043696;5316;50026281;Y
20038645;5316;50025673;Y
20039998;5316;;N
20041021;5316;50025953;Y
20040475;5316;50025907;Y
20002720;5316;50024093;Y
20039628;5316;50025805;Y
20039654;5316;50025808;Y
20043683;5316;50026277;Y
20046677;5316;50026683;Y
16001232;5316;50023914;Y
20040401;5316;50025895;Y
20039116;5316;50025733;Y
20008309;5316;50024425;Y
20048691;5316;50026918;Y
20038249;5316;50025631;Y
20046788;5316;50026695;Y
20039851;5316;;N
20039309;5316;50025907;D
20036295;5316;50025417;Y
20037417;5316;50025540;Y
20006141;5316;50024320;Y
20045982;5316;50026602;Y
20044926;5316;50026444;Y
20007281;5316;50024382;Y
20044528;5316;50026392;Y
20004900;5316;50024241;Y
20043792;5316;50026293;Y
16003024;5316;50024021;Y
20037829;5316;50025580;Y
20042805;5316;50026145;Y
20044425;5316;50026382;Y
20043594;5316;50026263;Y
20043316;5316;50026217;Y
20030555;5316;50025089;Y
20047069;5316;50026723;Y
20040522;5316;50025913;Y
20044053;5316;50026336;Y
20045644;5316;50026559;Y
20036519;5316;50025445;Y
20038413;5316;;N
20006555;5316;50024341;Y
20037196;5316;50025520;Y
20003639;5316;50024156;Y
20030959;5316;50025106;Y
20043964;5316;50026322;Y
20035692;5316;50025353;Y
20022093;5316;50024866;Y
20047549;5316;50026783;Y
20047193;5316;50026741;Y
16000024;5316;50023795;Y
20040472;5316;50025906;Y
20042211;5316;50026076;Y
16003168;5316;50024035;Y
20043379;5316;50026225;Y
20038326;5316;50025638;Y
20043501;5316;50026248;Y
20034822;5316;50025271;Y
20039206;5316;;N
16000146;5316;50023826;Y
20046734;5316;50026690;Y
20039966;5316;50025846;Y
20042519;5316;50026121;Y
20045772;5316;50026576;Y
20042247;5316;50026084;Y
20037818;5316;50011284;Y
20041819;5316;50026036;Y
20039059;5316;50025728;Y
20018744;5316;50024787;Y
16002748;5316;50023992;Y
20004334;5316;50024200;Y
20015249;5316;50024651;Y
16003101;5316;50024031;Y
20041967;5316;50026057;Y
20030939;5316;50025105;Y
20040468;5316;50025904;Y
20044814;5316;50026426;Y
20041194;5316;50025973;Y
20035034;5316;50025280;Y
20044687;5316;50026406;Y
20045494;5316;50026539;Y
20036475;5316;50025440;Y
20022596;5316;50024877;Y
20045864;5316;50026585;Y
20035599;5316;50025343;Y
16000107;5316;50023816;Y
20047047;5316;50026719;Y
20040469;5316;50025905;Y
16000380;5316;50023844;Y
20033534;5316;50025209;Y
20040361;5316;;N
20038002;5316;50025602;Y
20036219;5316;50025407;Y
20011501;5316;50024530;Y
20042576;5316;50026127;Y
20043116;5316;50026184;Y
20043287;5316;50026209;Y
20045610;5316;50026554;Y
20038623;5316;50025671;Y
20013337;5316;50024600;Y
20032719;5316;50025181;Y
20024476;5316;50024925;Y
20019846;5308;50028584;Y
16000977;5316;50023896;Y
20033919;5316;50025227;Y
20025237;5316;50024951;Y
20045185;5316;50026494;Y
20020087;5316;;N
20046383;5316;50026650;Y
20045824;5316;50026579;Y
20012697;5316;50024571;Y
20005058;5316;50024250;Y
20021437;5316;50024852;Y
20044468;5316;50026387;Y
20048070;5316;50026840;Y
20022827;5316;50024886;Y
16000041;5316;50023804;Y
20043240;5316;50026199;Y
20026770;5316;50024996;Y
20005115;5316;50024254;Y
20004519;5316;50024208;Y
20028541;5316;50025030;Y
20039907;5316;;N
20023990;5316;50024914;Y
20011439;5316;50024529;Y
20046272;5316;;N
20047171;5316;;N
20017076;5316;50024711;Y
20046146;5316;50026617;Y
20013539;5316;50024611;Y
20044879;5316;50026438;Y
20047870;5316;50026818;Y
20037457;5316;50025546;Y
20008178;5316;50024416;Y
20039184;5316;50025743;Y
20036734;5316;;N
20040211;5316;50025869;Y
16002946;5316;50024014;Y
20040579;5316;50025919;Y
20007239;5316;50024378;Y
20041442;5316;50025992;Y
20037635;5316;;N
20046808;5316;50026700;Y
20046649;5316;50026678;Y
20047803;5316;50026812;Y
20003032;5316;50024126;Y
20002567;5316;50024081;Y
20035895;5316;50025379;Y
20046203;5316;50026630;Y
20038076;5316;50025614;Y
20004808;5316;50024232;Y
16000669;5316;50023879;Y
20038689;5316;50025679;Y
20028893;5316;50025040;Y
20031675;5316;50025126;Y
20042509;5316;50026118;Y
20032625;5316;50025173;Y
20043893;5316;50026312;Y
16000231;5316;;N
20008491;5316;50024433;Y
20014575;5316;50024634;Y
20042172;5316;50026070;Y
20038379;5316;50025644;Y
20008214;5316;50024420;Y
20017714;5316;50024744;Y
20043734;5316;50026286;Y
20045636;5316;50026557;Y
20004844;5316;50024235;Y
16000444;5316;50023851;Y
20009140;5316;50024458;Y
20039363;5316;;N
20006992;5316;50024363;Y
16000038;5316;50023802;Y
20048577;5316;50026904;Y
20012901;5316;50024581;Y
20014188;5316;50024628;Y
20011724;5316;50024543;Y
20046504;5316;50026663;Y
20044975;5316;50026451;Y
20011430;5316;50024528;Y
20043669;5316;50026275;Y
20035801;5316;50025371;Y
20008884;5316;50024451;Y
20040298;5316;50025878;Y
16000587;5316;50023868;Y
20038005;5316;50025603;Y
20046773;5316;50026693;Y
20043505;5316;50026250;Y
20017854;5316;50024751;Y
20041774;5316;50026029;Y
20046029;5316;50026608;Y
20039122;5316;50025734;Y
20038874;5316;50025703;Y
20037293;5316;50025526;Y
20036447;5316;50025436;Y
20019748;5316;50024809;Y
20044198;5316;50026349;Y
20004216;5316;50024192;Y
20003614;5316;50024153;Y
20002769;5316;50024100;Y
20044968;5316;50026449;Y
20035163;5316;50025289;Y
20046308;5316;50026643;Y
20041073;5316;50025963;Y
20046303;5316;50026642;Y
20045583;5316;;N
20039717;5316;50025812;Y
20040107;5316;50025862;Y
20016754;5316;50024700;Y
20043632;5316;50026270;Y
20040655;5316;50025927;Y
20035782;5316;50025368;Y
20044586;5316;50026399;Y
20030097;5316;50025074;Y
16000534;5316;50023860;Y
20042869;5316;;N
20046172;5316;50026622;Y
20048718;5316;50026922;Y
20037070;5316;50025502;Y
20003597;5316;50024151;Y
20028565;5316;50025032;Y
20048752;5316;50026926;Y
20044840;5316;50026431;Y
20036309;5316;50025419;Y
20045445;5316;50026536;Y
20046624;5316;50026675;Y
16000481;5316;50023856;Y
20034694;5316;50025266;Y
20042733;5316;;N
20045649;5316;50026561;Y
20004385;5316;50024203;Y
20043877;5316;50026306;Y
20036439;5316;50025433;Y
20048530;5316;50026897;Y
20041498;5316;50026002;Y
20036561;5316;50025448;Y
20036107;5316;;N
20037430;5316;50025542;Y
20036418;5316;50025431;Y
20035669;5316;;N
20012035;5316;50024561;Y
20002732;5316;50024096;Y
20045246;5316;;N
20043689;5316;50026280;Y
20035818;5316;50025374;Y
20041818;5316;50026035;Y
20016238;5316;50024685;Y
20037373;5316;50025538;Y
20046997;5316;50026716;Y
20040386;5316;50025894;Y
16000910;5316;50023892;Y
20045650;5316;50026562;Y
20039487;5316;50025788;Y
20045531;5316;50026542;Y
20043989;5316;50026325;Y
20046904;5316;50026711;Y
20039754;5316;50025817;Y
20048332;5316;50026873;Y
20044807;5316;50026425;Y
20047773;5316;50026811;Y
20038018;5316;50025606;Y
20042444;5316;50026113;Y
20039428;5316;50025779;Y
20039268;5316;50025759;Y
20038963;5316;50025717;Y
20030591;5316;50025093;Y
16001835;5316;50023948;Y
20006137;5316;50024319;Y
20044800;5316;50026424;Y
20045046;5316;50026465;Y
20022666;5316;50024880;Y
20004947;5316;50024245;Y
20047997;5316;50026834;Y
20005786;5316;50024296;Y
20038966;5316;50025719;Y
16000168;5316;50023829;Y
20044650;5316;50026404;Y
20011386;5316;50024525;Y
20040719;5316;50025932;Y
20043887;5316;50026310;Y
20036932;5316;50025487;Y
16003413;5316;50024069;Y
20044022;5316;50026330;Y
20030225;5316;50025081;Y
20045450;5316;50026537;Y
20045444;5316;50026535;Y
20036937;5316;50025490;Y
20032864;5316;;N
20043814;5316;50026300;Y
20042261;5316;50026086;Y
20006406;5316;50024337;Y
20036970;5316;50025493;Y
20038925;5316;50025710;Y
20042070;5316;50026063;Y
20037634;5316;50025561;Y
20045010;5316;50026458;Y
20041651;5316;50026017;Y
20047334;5316;50026763;Y
16000609;5316;50023872;Y
20039130;5316;;N
20042909;5316;50026158;Y
20037084;5316;50025504;Y
20035428;5316;50025316;Y
20046491;5316;50026662;Y
20016358;5316;;N
20043052;5316;50026178;Y
20034676;5316;50025264;Y
20047185;5316;50026738;Y
16002234;5316;50023961;Y
20011597;5316;50024534;Y
20003455;5316;50024144;Y
20032618;5316;50025172;Y
20037173;5316;50025515;Y
20013651;5316;50024612;Y
20047949;5316;50026825;Y
16002871;5316;50024004;Y
20036875;5316;50025482;Y
20031251;5316;50025112;Y
20010007;5316;;N
20041024;5316;50025954;Y
20043439;5316;50026236;Y
20048685;5316;50026917;Y
20002711;5316;50024090;Y
20045339;5316;50026515;Y
20005778;5316;;N
20035746;5316;50025362;Y
20039248;5316;50025755;Y
16002386;5316;50023974;Y
20047630;5316;50026796;Y
20048322;5316;50026870;Y
20046675;5316;50026682;Y
20045289;5316;;N
20017777;5316;50024749;Y
16002769;5316;50023996;Y
20025783;5316;50024973;Y
20020557;5316;50024825;Y
20043479;5316;50026243;Y
20004031;5316;50024179;Y
20046612;5316;50026674;Y
20038081;5316;50025615;Y
20048459;5316;50026884;Y
