XRefType|source_XRefID|target_XRefID
PROJECTS-TO|K343420-001|917450|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K343535-001|917457|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K343849-002|917464|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K344164-001|917471|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K344723-001|917478|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K345194-001|917485|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K345446-001|917492|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K346513-001|917499|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K346768-001|917506|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K347069-002|917513|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K347599-002|917520|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L316134-006|918207|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L316151-007|918214|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L316566-001|918221|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L316974-001|918228|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L317297-001|918235|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L317575-003|918242|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L317778-001|918249|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L318031-001|918256|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L318256-001|918263|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L319739-001|918270|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L319873-001|918277|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L347479-001|918977|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L347680-001|918984|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L348218-001|918991|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L348606-001|918998|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L349011-001|919005|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L349090-001|919012|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L349659-001|919019|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L350378-001|919026|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L350658-003|919033|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L350875-001|919040|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L351436-003|919047|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12035908_5320S01309|30034327|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036310_5320S01328|30034334|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036337_5320S01335|30034341|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036353_5320S01335|30034348|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036355_5320S00743|30034355|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036355_5320S01306|30034362|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01262|30034369|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01278|30034376|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01314|30034383|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01338|30034390|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036368_5320S01332|30034397|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K20048050_5315S02903|30035251|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001650_5314S08011|30035258|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001750_5314S08031|30035265|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001900_5314S07921|30035272|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002320_5314S07891|30035279|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002640_5314S07874|30035286|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002660_5314S08041|30035293|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S07872|30035300|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S07989|30035307|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S08022|30035314|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S08044|30035321|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036276_5320S01301|30034329|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036323_5320S01323|30034336|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036346_5320S01321|30034343|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036355_5320S00615|30034350|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036355_5320S00812|30034357|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01261|30034364|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01263|30034371|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01283|30034378|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036356_5320S01329|30034385|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036368_5320S01269|30034392|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J12036415_5320S01293|30034399|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001410_5314S07984|30035253|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001650_5314S08028|30035260|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001900_5314S07838|30035267|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14001900_5314S07923|30035274|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002360_5314S07852|30035281|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002640_5314S08020|30035288|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002660_5314S08041|30035295|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S07904|30035302|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S07997|30035309|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S08024|30035316|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|L14002920_5314S08044|30035323|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K373642-001|917684|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K375249-001|917691|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K376355-001|917698|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K377583-001|917705|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K378553-001|917712|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K379165-001|917719|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K379547-002|917726|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K380210-001|917733|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K380357-001|917740|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K381312-001|917747|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|K382751-001|917754|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L331856-002|918595|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L332009-001|918602|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L332558-001|918609|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L332914-001|918616|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L333403-001|918623|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L333657-002|918630|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L333907-001|918637|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L334058-003|918644|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L334482-001|918651|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L334837-001|918658|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L335209-001|918665|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000113_C2068916|80000242|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000118_C2016868|80000250|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000118_C2119066|80000257|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000148_C2033417|80000268|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000175_C2039225|80000279|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000212_C2013284|80000289|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000212_C2044499|80000296|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000222_C2043583|80000304|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000258_C2103177|80000312|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000274_C2088225|80000321|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|A13000333_C2106791|80000340|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11770_VA-186470|30001258|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11774_VA-183011|30001265|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11774_VA-186341|30001272|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11778_VA-183837|30001279|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11779_VA-183018|30001286|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11787_VA-184505|30001293|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11803_VA-186857|30001300|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11824_VA-185223|30001307|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11833_VA-183337|30001314|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11833_VA-184547|30001321|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|C11833_VA-185440|30001328|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11010318_5303S24058|30034091|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11011779_5303S24700|30034098|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11111101_5303S24076|30034105|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11111654_5303S24120|30034112|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11180262_5303S24177|30034119|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11201209_5303S24482|30034126|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H11812114_5303S24704|30034133|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|H20006019_5303S24296|30034140|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|I11240130_5302S01696|30034147|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|I11242638_5302S01693|30034154|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|I11251044_5302S01703|30034161|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C12650_CON/025390|80001122|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C14343_CON/028883|80001129|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C16575_CON/025404|80001136|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C18147_CON/025530|80001143|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C28698_CON/025176|80001150|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C31649_CON/028117|80001157|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C38177_CON/025348|80001164|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C40722_CON/027318|80001171|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|C50577_CON/028022|80001178|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|D14077_CON/043567|80001185|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
CONTACT|D16955_CON/048663|80001202|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20046850_5320S01300|30034634|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20047105_5320S01283|30034641|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20047191_5320S01338|30034648|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20047408_5320S01293|30034655|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20047517_5320S01298|30034662|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|J20047956_5320S01325|30034669|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K15000217_5315S02827|30034676|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K15000550_5315S02847|30034683|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K15000885_5315S02833|30034690|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K15001365_5315S02813|30034697|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
SHIP-TO|K15001487_5315S02907|30034704|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
PROJECTS-TO|L363208-001|919208|NULL|Manual COPY INTO|2021-07-28 13:40:49.847|adm_mpors@crhemea.onmicrosoft.com|flat-files/map/BusinessPartner.csv
