GLACCOUNT;FUNCTIONALAREA;TRANSACTIONTYPE;TRADINGPARTNER;CONTIGENCY1;CONTIGENCY2;CONTIGENCY3;CONTIGENCY4;CONTIGENCY5;CONTIGENCY6;CONTIGENCY7;REKNR;REKOMS;DI1NR;DI2NR;REFNR;ORGNR_COR;TRANR;CATNR;JNLOMS;XLSBLD
25200108;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25200150;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25200151;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25200152;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25200153;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25200154;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25300100;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25300101;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
25300200;;;;;;;;;;;BS223000D;Lease liabilities;;;;;S_MA;U;;BS
26100100;;;;;;;;;;;BS361000;Current Income Tax Liabilities - external;;;;;S_MA;U;;BS
26200100;;;;;;;;;;;BS362000;Current Income Tax Liabilities - Group Relief;;;;;S_MA;U;;BS
26200100;;;AE35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2165U01;S_MA;U;;BS_IC
26200100;;;AT35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2162U01;S_MA;U;;BS_IC
26200100;;;AT40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1045U01;S_MA;U;;BS_IC
26200100;;;AU35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2161U01;S_MA;U;;BS_IC
26200100;;;BE35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S038U01;S_MA;U;;BS_IC
26200100;;;BE40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2340U01;S_MA;U;;BS_IC
26200100;;;CH35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S071U01;S_MA;U;;BS_IC
26200100;;;CH41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S105U01;S_MA;U;;BS_IC
26200100;;;CN35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5327U01;S_MA;U;;BS_IC
26200100;;;CZ35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5317U01;S_MA;U;;BS_IC
26200100;;;DE35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5300U01;S_MA;U;;BS_IC
26200100;;;DE40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1020U01;S_MA;U;;BS_IC
26200100;;;DE41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S005U01;S_MA;U;;BS_IC
26200100;;;DE91;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5324U01;S_MA;U;;BS_IC
26200100;;;DE92;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5323U01;S_MA;U;;BS_IC
26200100;;;DK40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2156U01;S_MA;U;;BS_IC
26200100;;;ES35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S060U01;S_MA;U;;BS_IC
26200100;;;ES40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S115U01;S_MA;U;;BS_IC
26200100;;;ES41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S115U01;S_MA;U;;BS_IC
26200100;;;FI40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S108U02;S_MA;U;;BS_IC
26200100;;;FR35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S059U01;S_MA;U;;BS_IC
26200100;;;GB35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2160U01;S_MA;U;;BS_IC
26200100;;;GB40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;6053U01;S_MA;U;;BS_IC
26200100;;;HK91;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5326U01;S_MA;U;;BS_IC
26200100;;;IE40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9727U04;S_MA;U;;BS_IC
26200100;;;IE41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;7140U01;S_MA;U;;BS_IC
26200100;;;IN35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5332U01;S_MA;U;;BS_IC
26200100;;;IT35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5315U01;S_MA;U;;BS_IC
26200100;;;MT40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9768U01;S_MA;U;;BS_IC
26200100;;;MY35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5331U01;S_MA;U;;BS_IC
26200100;;;NL35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5314U01;S_MA;U;;BS_IC
26200100;;;NL40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1040U01;S_MA;U;;BS_IC
26200100;;;NL41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1050U01;S_MA;U;;BS_IC
26200100;;;NL42;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;4422U01;S_MA;U;;BS_IC
26200100;;;NL43;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S006U01;S_MA;U;;BS_IC
26200100;;;NL44;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S001U02;S_MA;U;;BS_IC
26200100;;;NO35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5325U01;S_MA;U;;BS_IC
26200100;;;NZ35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2166U01;S_MA;U;;BS_IC
26200100;;;PH35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5334U01;S_MA;U;;BS_IC
26200100;;;PL35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5321U01;S_MA;U;;BS_IC
26200100;;;PL40;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;6885U01;S_MA;U;;BS_IC
26200100;;;PL41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;6710U01;S_MA;U;;BS_IC
26200100;;;SE35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5308U01;S_MA;U;;BS_IC
26200100;;;SG35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5333U01;S_MA;U;;BS_IC
26200100;;;IE42;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9981U01;S_MA;U;;BS_IC
26200100;;;DE42;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5030U01;S_MA;U;;BS_IC
26200100;;;DE43;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S005U01;S_MA;U;;BS_IC
26200100;;;FI41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S108U01;S_MA;U;;BS_IC
26200100;;;US35;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5997U01;S_MA;U;;BS_IC
26200100;;;BE36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5309U01;S_MA;U;;BS_IC
26200100;;;BE37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S150U01;S_MA;U;;BS_IC
26200100;;;FR36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5307U01;S_MA;U;;BS_IC
26200100;;;NL36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5375U01;S_MA;U;;BS_IC
26200100;;;DE36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5336U01;S_MA;U;;BS_IC
26200100;;;DE93;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5337U01;S_MA;U;;BS_IC
26200100;;;AU36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2175U01;S_MA;U;;BS_IC
26200100;;;GB36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2173U01;S_MA;U;;BS_IC
26200100;;;AU37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;2174U01;S_MA;U;;BS_IC
26200100;;;GB37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;5310U01;S_MA;U;;BS_IC
26200100;;;IE36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9727U01;S_MA;U;;BS_IC
26200100;;;IE37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9727U09;S_MA;U;;BS_IC
26200100;;;IE38;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9727U10;S_MA;U;;BS_IC
26200100;;;NL37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1050U29;S_MA;U;;BS_IC
26200100;;;NL38;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1050U37;S_MA;U;;BS_IC
26200100;;;IE39;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9981U01;S_MA;U;;BS_IC
26200100;;;ES42;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S115U01;S_MA;U;;BS_IC
26200100;;;IE43;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9740U01;S_MA;U;;BS_IC
26200100;;;NL45;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1050U24;S_MA;U;;BS_IC
26200100;;;NL46;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;1050U36;S_MA;U;;BS_IC
26200100;;;BE38;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S150U01;S_MA;U;;BS_IC
26200100;;;IE44;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9949U16;S_MA;U;;BS_IC
26200100;;;SE36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S153U01;S_MA;U;;BS_IC
26200100;;;SE37;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S153U01;S_MA;U;;BS_IC
26200100;;;SE38;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S153U01;S_MA;U;;BS_IC
26200100;;;BE41;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;S007U01;S_MA;U;;BS_IC
26200100;;;US36;;;;;;;;BSD362000;Current Income Tax Liabilities - Group Relief;;;;9712U01;S_MA;U;;BS_IC
26300100;;;;;;;;;;;BS241000;Deferred tax liabilities;;;;;S_MA;U;;BS
31111100;;;;;;;;;;;BS211110;Called-up share capital (Equity);;;;;S_MA;U;;BS
31121100;;;;;;;;;;;BS211130;Share premium;;;;;S_MA;U;;BS
31140008;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31140009;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141100;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141101;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141102;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141103;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141104;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141110;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141111;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
31141115;;;;;;;;;;;BS211290;Other reserves;;;;;S_MA;U;;BS
35200100;;;;;;;;;;;BS222300;Loans intercompany;;;;;S_MA;U;;BS
35200100;;;AE35;;;;;;;;BSD222300;Loans intercompany;;;;2165U01;S_MA;U;;BS_IC
35200100;;;AT35;;;;;;;;BSD222300;Loans intercompany;;;;2162U01;S_MA;U;;BS_IC
35200100;;;AT40;;;;;;;;BSD222300;Loans intercompany;;;;1045U01;S_MA;U;;BS_IC
35200100;;;AU35;;;;;;;;BSD222300;Loans intercompany;;;;2161U01;S_MA;U;;BS_IC
35200100;;;BE35;;;;;;;;BSD222300;Loans intercompany;;;;S038U01;S_MA;U;;BS_IC
35200100;;;BE40;;;;;;;;BSD222300;Loans intercompany;;;;2340U01;S_MA;U;;BS_IC
35200100;;;CH35;;;;;;;;BSD222300;Loans intercompany;;;;S071U01;S_MA;U;;BS_IC
35200100;;;CH41;;;;;;;;BSD222300;Loans intercompany;;;;S105U01;S_MA;U;;BS_IC
35200100;;;CN35;;;;;;;;BSD222300;Loans intercompany;;;;5327U01;S_MA;U;;BS_IC
35200100;;;CZ35;;;;;;;;BSD222300;Loans intercompany;;;;5317U01;S_MA;U;;BS_IC
35200100;;;DE35;;;;;;;;BSD222300;Loans intercompany;;;;5300U01;S_MA;U;;BS_IC
35200100;;;DE40;;;;;;;;BSD222300;Loans intercompany;;;;1020U01;S_MA;U;;BS_IC
35200100;;;DE41;;;;;;;;BSD222300;Loans intercompany;;;;S005U01;S_MA;U;;BS_IC
35200100;;;DE91;;;;;;;;BSD222300;Loans intercompany;;;;5324U01;S_MA;U;;BS_IC
35200100;;;DE92;;;;;;;;BSD222300;Loans intercompany;;;;5323U01;S_MA;U;;BS_IC
35200100;;;DK40;;;;;;;;BSD222300;Loans intercompany;;;;2156U01;S_MA;U;;BS_IC
35200100;;;ES35;;;;;;;;BSD222300;Loans intercompany;;;;S060U01;S_MA;U;;BS_IC
35200100;;;ES40;;;;;;;;BSD222300;Loans intercompany;;;;S115U01;S_MA;U;;BS_IC
35200100;;;ES41;;;;;;;;BSD222300;Loans intercompany;;;;S115U01;S_MA;U;;BS_IC
35200100;;;FI40;;;;;;;;BSD222300;Loans intercompany;;;;S108U02;S_MA;U;;BS_IC
35200100;;;FR35;;;;;;;;BSD222300;Loans intercompany;;;;S059U01;S_MA;U;;BS_IC
35200100;;;GB35;;;;;;;;BSD222300;Loans intercompany;;;;2160U01;S_MA;U;;BS_IC
35200100;;;GB40;;;;;;;;BSD222300;Loans intercompany;;;;6053U01;S_MA;U;;BS_IC
35200100;;;HK91;;;;;;;;BSD222300;Loans intercompany;;;;5326U01;S_MA;U;;BS_IC
35200100;;;IE40;;;;;;;;BSD222300;Loans intercompany;;;;9727U04;S_MA;U;;BS_IC
35200100;;;IE41;;;;;;;;BSD222300;Loans intercompany;;;;7140U01;S_MA;U;;BS_IC
35200100;;;IN35;;;;;;;;BSD222300;Loans intercompany;;;;5332U01;S_MA;U;;BS_IC
35200100;;;IT35;;;;;;;;BSD222300;Loans intercompany;;;;5315U01;S_MA;U;;BS_IC
35200100;;;MT40;;;;;;;;BSD222300;Loans intercompany;;;;9768U01;S_MA;U;;BS_IC
35200100;;;MY35;;;;;;;;BSD222300;Loans intercompany;;;;5331U01;S_MA;U;;BS_IC
35200100;;;NL35;;;;;;;;BSD222300;Loans intercompany;;;;5314U01;S_MA;U;;BS_IC
35200100;;;NL40;;;;;;;;BSD222300;Loans intercompany;;;;1040U01;S_MA;U;;BS_IC
35200100;;;NL41;;;;;;;;BSD222300;Loans intercompany;;;;1050U01;S_MA;U;;BS_IC
35200100;;;NL42;;;;;;;;BSD222300;Loans intercompany;;;;4422U01;S_MA;U;;BS_IC
35200100;;;NL43;;;;;;;;BSD222300;Loans intercompany;;;;S006U01;S_MA;U;;BS_IC
35200100;;;NL44;;;;;;;;BSD222300;Loans intercompany;;;;S001U02;S_MA;U;;BS_IC
35200100;;;NO35;;;;;;;;BSD222300;Loans intercompany;;;;5325U01;S_MA;U;;BS_IC
35200100;;;NZ35;;;;;;;;BSD222300;Loans intercompany;;;;2166U01;S_MA;U;;BS_IC
35200100;;;PH35;;;;;;;;BSD222300;Loans intercompany;;;;5334U01;S_MA;U;;BS_IC
35200100;;;PL35;;;;;;;;BSD222300;Loans intercompany;;;;5321U01;S_MA;U;;BS_IC
35200100;;;PL40;;;;;;;;BSD222300;Loans intercompany;;;;6885U01;S_MA;U;;BS_IC
35200100;;;PL41;;;;;;;;BSD222300;Loans intercompany;;;;6710U01;S_MA;U;;BS_IC
35200100;;;SE35;;;;;;;;BSD222300;Loans intercompany;;;;5308U01;S_MA;U;;BS_IC
35200100;;;SG35;;;;;;;;BSD222300;Loans intercompany;;;;5333U01;S_MA;U;;BS_IC
35200100;;;IE42;;;;;;;;BSD222300;Loans intercompany;;;;9981U01;S_MA;U;;BS_IC
35200100;;;DE42;;;;;;;;BSD222300;Loans intercompany;;;;5030U01;S_MA;U;;BS_IC
35200100;;;DE43;;;;;;;;BSD222300;Loans intercompany;;;;S005U01;S_MA;U;;BS_IC
35200100;;;FI41;;;;;;;;BSD222300;Loans intercompany;;;;S108U01;S_MA;U;;BS_IC
35200100;;;US35;;;;;;;;BSD222300;Loans intercompany;;;;5997U01;S_MA;U;;BS_IC
35200100;;;BE36;;;;;;;;BSD222300;Loans intercompany;;;;5309U01;S_MA;U;;BS_IC
35200100;;;BE37;;;;;;;;BSD222300;Loans intercompany;;;;S150U01;S_MA;U;;BS_IC
35200100;;;FR36;;;;;;;;BSD222300;Loans intercompany;;;;5307U01;S_MA;U;;BS_IC
35200100;;;NL36;;;;;;;;BSD222300;Loans intercompany;;;;5375U01;S_MA;U;;BS_IC
35200100;;;DE36;;;;;;;;BSD222300;Loans intercompany;;;;5336U01;S_MA;U;;BS_IC
35200100;;;DE93;;;;;;;;BSD222300;Loans intercompany;;;;5337U01;S_MA;U;;BS_IC
35200100;;;AU36;;;;;;;;BSD222300;Loans intercompany;;;;2175U01;S_MA;U;;BS_IC
35200100;;;GB36;;;;;;;;BSD222300;Loans intercompany;;;;2173U01;S_MA;U;;BS_IC
35200100;;;AU37;;;;;;;;BSD222300;Loans intercompany;;;;2174U01;S_MA;U;;BS_IC
35200100;;;GB37;;;;;;;;BSD222300;Loans intercompany;;;;5310U01;S_MA;U;;BS_IC
35200100;;;IE36;;;;;;;;BSD222300;Loans intercompany;;;;9727U01;S_MA;U;;BS_IC
35200100;;;IE37;;;;;;;;BSD222300;Loans intercompany;;;;9727U09;S_MA;U;;BS_IC
35200100;;;IE38;;;;;;;;BSD222300;Loans intercompany;;;;9727U10;S_MA;U;;BS_IC
35200100;;;NL37;;;;;;;;BSD222300;Loans intercompany;;;;1050U29;S_MA;U;;BS_IC
35200100;;;NL38;;;;;;;;BSD222300;Loans intercompany;;;;1050U37;S_MA;U;;BS_IC
35200100;;;IE39;;;;;;;;BSD222300;Loans intercompany;;;;9981U01;S_MA;U;;BS_IC
35200100;;;ES42;;;;;;;;BSD222300;Loans intercompany;;;;S115U01;S_MA;U;;BS_IC
35200100;;;IE43;;;;;;;;BSD222300;Loans intercompany;;;;9740U01;S_MA;U;;BS_IC
35200100;;;NL45;;;;;;;;BSD222300;Loans intercompany;;;;1050U24;S_MA;U;;BS_IC
35200100;;;NL46;;;;;;;;BSD222300;Loans intercompany;;;;1050U36;S_MA;U;;BS_IC
35200100;;;BE38;;;;;;;;BSD222300;Loans intercompany;;;;S150U01;S_MA;U;;BS_IC
35200100;;;IE44;;;;;;;;BSD222300;Loans intercompany;;;;9949U16;S_MA;U;;BS_IC
35200100;;;SE36;;;;;;;;BSD222300;Loans intercompany;;;;S153U01;S_MA;U;;BS_IC
35200100;;;SE37;;;;;;;;BSD222300;Loans intercompany;;;;S153U01;S_MA;U;;BS_IC
35200100;;;SE38;;;;;;;;BSD222300;Loans intercompany;;;;S153U01;S_MA;U;;BS_IC
35200100;;;BE41;;;;;;;;BSD222300;Loans intercompany;;;;S007U01;S_MA;U;;BS_IC
35200100;;;US36;;;;;;;;BSD222300;Loans intercompany;;;;9712U01;S_MA;U;;BS_IC
35300100;;;;;;;;;;;BS337400;Intercompany current for intercompany cash pool;;;;;S_MA;U;;BS
35300100;;;AE35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2165U01;S_MA;U;;BS_IC
35300100;;;AT35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2162U01;S_MA;U;;BS_IC
35300100;;;AT40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;1045U01;S_MA;U;;BS_IC
35300100;;;AU35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2161U01;S_MA;U;;BS_IC
35300100;;;BE35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S038U01;S_MA;U;;BS_IC
35300100;;;BE40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2340U01;S_MA;U;;BS_IC
35300100;;;CH35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S071U01;S_MA;U;;BS_IC
35300100;;;CH41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S105U01;S_MA;U;;BS_IC
35300100;;;CN35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5327U01;S_MA;U;;BS_IC
35300100;;;CZ35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5317U01;S_MA;U;;BS_IC
35300100;;;DE35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5300U01;S_MA;U;;BS_IC
35300100;;;DE40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;1020U01;S_MA;U;;BS_IC
35300100;;;DE41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S005U01;S_MA;U;;BS_IC
35300100;;;DE91;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5324U01;S_MA;U;;BS_IC
35300100;;;DE92;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5323U01;S_MA;U;;BS_IC
35300100;;;DK40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2156U01;S_MA;U;;BS_IC
35300100;;;ES35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S060U01;S_MA;U;;BS_IC
35300100;;;ES40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S115U01;S_MA;U;;BS_IC
35300100;;;ES41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S115U01;S_MA;U;;BS_IC
35300100;;;FI40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S108U02;S_MA;U;;BS_IC
35300100;;;FR35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S059U01;S_MA;U;;BS_IC
35300100;;;GB35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2160U01;S_MA;U;;BS_IC
35300100;;;GB40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;6053U01;S_MA;U;;BS_IC
35300100;;;HK91;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5326U01;S_MA;U;;BS_IC
35300100;;;IE40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9727U04;S_MA;U;;BS_IC
35300100;;;IE41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;7140U01;S_MA;U;;BS_IC
35300100;;;IN35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5332U01;S_MA;U;;BS_IC
35300100;;;IT35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5315U01;S_MA;U;;BS_IC
35300100;;;MT40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9768U01;S_MA;U;;BS_IC
35300100;;;MY35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5331U01;S_MA;U;;BS_IC
35300100;;;NL35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5314U01;S_MA;U;;BS_IC
35300100;;;NL40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;1040U01;S_MA;U;;BS_IC
35300100;;;NL41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;1050U01;S_MA;U;;BS_IC
35300100;;;NL42;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;4422U01;S_MA;U;;BS_IC
35300100;;;NL43;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S006U01;S_MA;U;;BS_IC
35300100;;;NL44;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S001U02;S_MA;U;;BS_IC
35300100;;;NO35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5325U01;S_MA;U;;BS_IC
35300100;;;NZ35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2166U01;S_MA;U;;BS_IC
35300100;;;PH35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5334U01;S_MA;U;;BS_IC
35300100;;;PL35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5321U01;S_MA;U;;BS_IC
35300100;;;PL40;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;6885U01;S_MA;U;;BS_IC
35300100;;;PL41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;6710U01;S_MA;U;;BS_IC
35300100;;;SE35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5308U01;S_MA;U;;BS_IC
35300100;;;SG35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5333U01;S_MA;U;;BS_IC
35300100;;;IE42;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9981U01;S_MA;U;;BS_IC
35300100;;;DE42;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5030U01;S_MA;U;;BS_IC
35300100;;;DE43;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S005U01;S_MA;U;;BS_IC
35300100;;;FI41;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S108U01;S_MA;U;;BS_IC
35300100;;;US35;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5997U01;S_MA;U;;BS_IC
35300100;;;BE36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5309U01;S_MA;U;;BS_IC
35300100;;;BE37;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;S150U01;S_MA;U;;BS_IC
35300100;;;FR36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5307U01;S_MA;U;;BS_IC
35300100;;;NL36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5375U01;S_MA;U;;BS_IC
35300100;;;DE36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5336U01;S_MA;U;;BS_IC
35300100;;;DE93;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5337U01;S_MA;U;;BS_IC
35300100;;;AU36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2175U01;S_MA;U;;BS_IC
35300100;;;GB36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2173U01;S_MA;U;;BS_IC
35300100;;;AU37;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;2174U01;S_MA;U;;BS_IC
35300100;;;GB37;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;5310U01;S_MA;U;;BS_IC
35300100;;;IE36;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9727U01;S_MA;U;;BS_IC
35300100;;;IE37;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9727U09;S_MA;U;;BS_IC
35300100;;;IE38;;;;;;;;BSD337400;Intercompany current for intercompany cash pool;;;;9727U10;S_MA;U;;BS_IC
